Character,script,ep_number,Book,total_number
,"She flexes her arms in front of her, earthbending a fissure at the vehicle, catapulting it into the air where it tumbles a few times before falling down and crashing into a shop at the other side of the road. Korra starts running toward them. Switch to a shot from inside the shop where the car drove in to. As the smoke starts to clear, the banged-up car and gangsters are seen. When Korra arrives at the smashed window of the shop, the door of the Satomobile flips open, causing Viper and the earthbender gangster to fall on the ground, grunting. Close-up of a pleased-looking Korra with her hands on her hips and Naga standing beside her, looking at the defeated gangsters. Suddenly, an alarm sounds from up above. Naga starts howling with it, while Korra raised her head to look where the sound is coming from. The camera pans up, showing the arrival of an airship.",1,1,1
Metalbending cops,[Intercom-voice emerging from the airship.] Police! Freeze where you are!,1,1,1
,"Cut to a shot of the airship as a hatch opens on the side, before switching to a back shot of a metalbending cop ready to jump out; three cops jump out from it. Cut to a close-up of a cop's face, before cutting to the cops anchoring their metal cables on the nearby buildings, securing a safe landing.",1,1,1
Korra,[In awe.] Cool! Metalbenders!,1,1,1
,"Switch to Korra, who watches them land. As she looks up, the scene switches to a fourth cop coming down and landing gently. Close-up of the fourth cop's hands from a downward position looking as he retracts the metal cables in his armor. Shot widens to Korra and the three gangsters, who stumble out of the destroyed store with groans.",1,1,1
Korra,"[Proudly, gesturing at her ""catch"".] I caught the bad guys for you, officers.",1,1,1
Saikhan,[Pointing at the gangsters.] Arrest them!,1,1,1
,"The other three cops run forward and bend their metal cables to secure the three thugs. With their arms tied to their body, they fall down. Cut to a side shot of Korra and Captain Saikhan who had walked up to her, while the three cops each take a gangster in the background and lead them away.",1,1,1
Saikhan,"[Pointing at Korra.] You're under arrest, too.",1,1,1
,Cut to a shocked Korra as she gasps. Scene blacks out and changes to a side shot of Korra and Saikhan.,1,1,1
Korra,[Takes a step back; defensively.] What do you mean I'm under arrest? [Pointing at the gangsters.] Those are the bad guys over there! They were smashing up a shop!,1,1,1
Saikhan,"[Cut to an overview shot of the wrecked street and shops.] From the looks of it, you smashed up a lot more than that.",1,1,1
,"He takes on a fighting stance shoots a cable to bind Korra. However, she quickly moves out of the way and snatches the cable out of the air, holding it back.",1,1,1
Korra,"Wait, you - you can't arrest me! [Her biceps trembles in effort to pull the cable.] Let me explain!",1,1,1
Saikhan,"[Cut back to Saikhan, trying to retract the cable.] You can explain yourself all you like, down at headquarters.",1,1,1
,"Saikhan managed to withdraw the cables, and charges Korra. He bends the cables again at her, who ducks and tumbles backward. She is just in time to push herself on her feet again, as Saikhan smashes the ground with his cables where Korra was just moments before. Naga grunts, and comes to the defense of her owner, pushing Saikhan down from behind. There are more metalbending cops now, looking shocked and angered at the events occurring in front of them, and they rush forward to apprehend Korra. Switch to Korra mounting Naga, dashing away as the cops arrive, who give chase. Cut to a frontal view of Naga as she turns to the left into an alley. One of the cops launches himself forward as Naga slows down for the turn. Korra plants her left foot on his face and pushes him back, knocking him on the ground. One of the pursuers stays behind to take care of their fallen friend, while the other bends out a cable to bind an overhead wire. As soon as the cable secures itself, the scene changes to a back shot of the policeman hoisting himself off the ground. He nimbly lands on one of the overhanging cables, and slides over it in hot pursuit of Naga. He bends two cables at the running polar bear dog, but misses, smashing up the tiles of the street. Switch to a side-view of Naga dashing through the street, her tongue out of her mouth, and Korra hunched over her. The animal suddenly turns to the right into another street, narrowly avoiding more cables. Some civilians shriek at the sight, afraid. Cut to an overhead shot as Korra and Naga reach a bridge over a small stream. One of the cops smashes up some roof tiles while sliding over it. He jumps off, bending his cables toward Korra. Close side shot of the girl, as the cables wrap themselves around her ponytail. She grunts in pain and angrily bends the water of the stream behind her, immediately turning it to ice, creating a wall. The cop, sliding over a cable, is pulled forward by the fact that he is still connected to Korra and she is still moving. He yells, and his expression changes to one of horror as he sees the icy obstruction up ahead. He crashes against the wall at high speed. The moment he does so, the scene changes to Korra, the cables releasing her hair. Gasping, she looks over her shoulder. The scene switches to her point of view, showing the ice slightly cracked where the cop crashed into it, his silhouette clearly visible. He slowly slides down with a squeaking sound. Korra turns back, smiling contently. Cut to a back shot as Naga runs out the street, and up some stairs. Switch to a frontal view of the top of the stairs as Naga suddenly appears. A Satomobile driver has to step hard on his brakes. The car slips and halts across the road, while Naga keeps on running.",1,1,1
Driver,Hey!,1,1,1
,"Side shot of Korra riding Naga, as two cops slide over two overhead wires to her left. She looks at them, and jerks Naga's reins, leading her to the right. A train just passes underneath the bridge. Frontal view as Naga leaps off the bridge and lands atop the train. Sliding forward, the animal nearly slips off, but she manages to remain on the roof. Korra, perched over Naga, sighs in relief. Sitting upright, she looks to the right, where Air Temple Island can be seen in the distance. Cut back to Korra, as a shadow passes over her face, and an alarm sounds. She looks up, and the camera pans up to reveal the airship of the metalbending cops. Korra straightens the reins with a determined look upon her face. Naga runs forward. As the train takes a turn to the right, Naga jumps off toward the roof of an adjacent building. As soon as the polar bear dog touches down, several cables are shot from up above, successfully binding the animal's paws and lifting it in the air. While being suspended, three more cables are bent down, binding Korra. The shot widens to show Korra struggling to get free, while Naga calmly hangs there in defeat. Korra grunts and bows her head in defeat as well, as Naga softly growls. Scene changes to an outside shot of a police station as the camera slowly zooms in on it.",1,1,1
Lin,"[Voice-over.] Let's see. [Cut to the base of a metal statue, camera panning up to reveal that it is a statue of an older Toph.] Multiple counts of destruction of private and city property, [Cut to Korra sitting inside an interrogation room, Chief Beifong walking behind her reading from a clipboard. Korra, bound by her wrists to the table, follows her movements with a sad look on her face.] not to mention evading arrest ... [Lin slams the clipboard on the table, and angrily glares at Korra, who is startled.] You're in a whole mess of trouble, young lady.",1,1,1
Korra,"But there were some thugs threatening a helpless shopkeeper, and I had it ...",1,1,1
Lin,[Aggressively.] Can it! [Walking to the other side of the table; calmly.] You should have called the police and stayed out of the way.,1,1,1
Korra,"[Slightly pleading tone.] But I couldn't just sit by and do nothing. It's my duty to help people. [Lin gently puts the notebook on the table; Korra smiles a bit.] See, I'm the Avatar.",1,1,1
Lin,"[Cut to Lin, her arms crossed; unimpressed.] Oh, I am well aware of who you are. [Waves fingers in contempt; leaning in, speaking with a softer voice.] And your Avatar title might impress some people, [Voice hardens as she straightens up again.] but not me.",1,1,1
Korra,"[Cut to Korra, surprised of Lin's reaction. Culpably.] All right, fine. [Decidedly.] Then I want to talk to whoever's in charge.",1,1,1
Lin,[Cut to a back shot of Korra.] You're talking to her. I'm Chief Beifong. [Sits on a chair.],1,1,1
,"Scene changes to a lateral shot of the room, showing that it is just a metal cage, with solid metal wall. The table with two chairs stands in the middle of the room, and the only light source is provided by a hanging lamp above the table.",1,1,1
